TRAEGRR128F422285F,Five Fingers of Funk,Genuine,-8.792,0,1,0.256,0,0.124,36.91192261,18.87769319,-0.717225576,34.31033754,-2.014263996,9.876977497,-8.076340285,15.16927662,9.144135016,2.15235236,-2.422960483,8.019919868,12.59995138,95.70017368,75.1102036,71.23768509,40.50262531,48.80291773,31.93469849,38.63637397,27.42434797,27.24574809,26.58159535,22.71826863,0.315885,2.00E-05
TRANWVZ128F4216718,Kate Clinton,The Urge To Merge,-14.726,132.345,1,0.47,9,0.528,35.92574855,-0.013041715,35.38299768,9.641843569,26.97861414,23.67324102,-38.14411124,2.293475087,-6.650232908,4.988426419,-5.728264195,1.223825029,6.230622389,57.82074784,71.88084855,52.27184724,39.32884386,41.50239356,37.43336061,36.09071701,23.59989858,27.49199838,23.88894442,21.08448035,0.485538,6.80E-05
TRAMSIH128F42990AB,Olivier Messiaen,Les Corps Glorieux (7 Visions De La Vie Des Ressuscités) (1939) : VII Le Mystère De La Sainte-Trinité,-42.472,131.619,1,0.543,2,0.878,13.41126289,-45.24008247,-79.51678351,-64.31619588,50.68373196,-43.2897732,-29.57019588,1.074654639,-6.646670103,6.08056701,-6.735881443,-10.47341237,2.768381796,39.87328378,38.34287455,21.18214738,39.77994625,11.7584915,35.12500037,13.18105766,32.4269286,11.69558827,9.049734734,31.2968141,0.035841,0.00027
TRAGSWQ128F428109C,The Sun Harbor's Chorus-Documentary Recordings,Taps,-25.678,36.151,1,0.21,10,0.031,28.53079452,-90.34912329,203.9100137,43.58569863,52.09584932,2.907739726,11.37021918,13.62080822,-40.22269863,-6.275684932,7.741287671,2.912575342,5.567540044,64.29115018,56.82108472,55.14168613,37.07761211,37.64427534,26.86167523,33.12450254,28.72886902,32.60771815,25.49750595,23.12371365,0.124724,0.001307
TRAPBNU128F92FB4B7,David Palmer,Émergences: III. Fragments d'épaves,-24.647,50.751,1,0.146,2,0,24.1632186,-56.38378837,58.29535581,-12.88765349,2.629293023,-19.19034651,1.7254,2.962653488,-17.23726977,0.127937209,-3.994395349,-3.471537209,8.326295389,58.6870131,64.57005479,45.8344623,62.13369148,24.30597118,35.10117036,21.27016279,31.82248574,17.01481577,16.07348736,21.90200598,0.03657,0.002363
TRAJTCX128F42990AD,Diamanda Galas,Vena Cava 8,-51.643,168.352,0,0.09,11,0.414,4.553611111,116.5320752,-45.45829412,-36.58864052,33.41598366,-34.78405882,-7.153196078,6.036084967,-31.62401307,1.128781046,-2.550679739,16.15988889,2.649996659,49.42983008,35.40094961,22.70848734,22.03746732,12.43143922,17.03620517,19.3154907,15.96001097,13.4267118,8.658054524,15.4925593,0.034455,0.002461
TRAFTOE12903CF3F5E,Georges Brassens,Colombine,-14.562,59.983,1,0.438,4,0.16,35.7134064,-15.81540887,-39.96807389,-9.187288177,-23.7493399,8.285172414,-6.678359606,0.394066502,14.98446552,10.66612808,-6.239206897,26.66049754,5.847191487,52.00092396,34.06166761,48.05945783,33.23243518,40.07833199,28.77583233,29.73296887,27.68850172,23.21382716,25.09263219,16.35774923,0.69254,0.002784
TRAIVRV128F426D8A9,David Zinman;Pittsburgh Symphony Orchestra,Concerto for Orchestra (Zoroastrian Riddles) (1996)/3. Adagio non troppo,-25.895,170.899,0,0.483,0,0.426,19.82163112,-3.824141782,38.46986324,-13.83412171,42.54774028,-28.30415558,-2.678161857,4.81727729,-22.11478545,-3.209080301,-3.734012547,-2.60991468,11.6892354,66.78203322,50.45400187,31.73215018,37.14455571,18.42381655,27.63257172,15.81808307,22.14954469,11.1264727,11.22651431,19.26185371,0.035855,0.004031
TRAHSSO128EF347345,The Beatles,Derek Taylor - Introduction,-47.664,112.361,1,0.364,6,0.076,8.542756303,71.59529412,13.21644538,-21.41459664,45.07221849,-20.77547899,-19.97519328,13.42884034,-25.54793277,10.87497479,-8.939647059,-11.96178151,2.679065297,22.33558708,33.19707368,24.57424933,24.73988317,17.15740417,18.52316931,15.93504057,14.28340086,12.82925436,9.298065342,13.18458983,0.832064,0.004709
TRAGVBL128EF35920C,The American Boychoir,Intermezzo,-33.595,87.76,1,0.521,4,0.458,17.91629102,-112.8938762,-7.967356037,-13.68501238,91.57059443,-31.91109907,-15.89274613,21.93225387,-30.96952632,2.474869969,2.530256966,-9.13928483,6.845808801,66.60841779,61.28303265,35.09440489,39.41335021,19.92311609,28.6389239,21.81482392,23.85554506,16.78338697,8.002873195,19.9347499,0.051657,0.006685
TRAATBN128F14ACE82,James Horner,Atmosphere Station,-38.525,90.084,1,0.399,9,0.137,14.18859172,-38.01963314,-80.36897633,-53.91534911,16.01534911,-36.90938462,-19.62450888,6.963047337,-34.18632544,-4.034556213,0.829680473,9.923094675,6.589860845,63.81379254,55.39116426,40.64708161,29.98022542,15.37156236,51.08025292,22.55801585,22.48863451,15.36998277,13.53775003,21.12930708,0.031822,0.006698
TRAOAZY128EF359216,The American Boychoir,Minuet in g minor,-36.353,104.289,0,0.569,7,0.472,17.20980567,-107.3110567,-5.768615385,-12.51019028,95.17053846,-28.49633603,-10.96147368,23.01287045,-34.64551822,7.141898785,-1.126910931,-15.24020243,4.923061895,50.35849346,53.31213569,33.7616952,28.30401633,20.12736101,29.50162181,18.76676101,28.77410104,18.64191928,11.0298115,23.85772235,0.398653,0.006829
TRALIKY128F930B3BE,Jane Winther,Om,-21.779,19.657,1,0.315,0,0.02,27.99926579,-110.7074447,-142.9775211,-85.19614737,52.13967895,-48.43026053,1.812271053,3.430765789,14.4827,8.590336842,-4.850292105,9.894755263,8.819822605,52.16295086,47.86219603,49.29512427,37.03122694,20.63161669,22.59211203,27.91319113,24.56779097,18.70944257,11.67461091,18.23902499,0.032415,0.006929
TRAFIPS128F428AF8E,Toots Thielemans,Le Temps Des Cerises,-19.736,63.334,1,0.772,7,0.914,29.0755,-41.64633475,25.24975847,-31.74388559,15.46388559,-2.188122881,-8.792038136,13.77995339,-23.60630508,-6.602605932,-3.242,11.93746186,9.054113394,54.45446947,69.42554358,61.29163777,32.5407262,34.90602233,38.53191748,19.82467691,21.27807477,16.47939276,21.81667367,32.84284356,0.251329,0.008033
