TrackID","ArtistID","SongTitle","Loudness","Tempo","Mode","ModeConf","Key","KeyConf","MeanTimbre Seg1","MeanTimbre Seg2","MeanTimbre Seg3","MeanTimbre Seg4","MeanTimbre Seg5",MeanTimbre Seg6","MeanTimbre Seg7","MeanTimbre Seg8","MeanTimbre Seg8","MeanTimbre Seg10","MeanTimbre Seg11","MeanTimbre Seg12","SDTimbre Seg1","SDTimbre Seg2","SDTimbre Seg3","SDTimbre Seg4","SDTimbre Seg5",SDTimbre Seg6","SDTimbre Seg7","SDTimbre Seg8","SDTimbre Seg8","SDTimbre Seg10","SDTimbre Seg11","Valence","Energy"
"TRAAAAW128F429D538","Casual","I Didn't Mean To","-11.197","92.198","0","0.636","1","0.736","41.5127775489186","15.6629361483007","-5.78968177136972","-0.789844490216272","-43.234903192585","15.170947476828","15.1390381050463","1.50500102986612","6.58957054582904","12.2985550978373","-13.5632801235839","5.44247991761071","4.94709056285232","61.5516765510526","58.7512112603775","54.5080316145833","32.546080239082","37.5875190494546","27.0144486020304","35.9342416101681","27.0193733473297","24.1363241306115","24.5232498644287","17.7357373721063","0.573185"
"TRAAABD128F429CF47","The Box Tops","Soul Deep","-9.843","121.274","0","0.43","6","0.169","43.0710363636364","-4.03539090909091","23.5722927272727","12.9235763636364","-2.54503636363636","5.05239454545455","9.23815090909091","-4.34597454545455","5.22410363636364","2.93566363636364","-2.75263818181818","1.72939636363636","5.85277780223359","33.2335877221124","28.8864782630311","39.9382744546155","25.3143280899076","29.1488401082519","20.1083373170131","19.6259427113916","17.5697338067035","16.812629360464","16.1079930748058","12.1001100029317","0.968575"
"TRAAADZ128F9348C2E","Sonora Santanera","Amor De Cabaret","-9.689","100.07","1","0.565","8","0.643","45.1308149466192","-76.8233256227758","50.7873291814947","13.5098932384342","-6.54925800711744","-5.51424199288256","1.88517793594306","-8.96372953736655","3.75986298932384","-5.1179537366548","8.44206939501779","4.47717081850534","4.23571356136057","50.0501839675908","47.9226990893388","47.1321267479936","32.4310975657368","26.6046352485394","28.9706365713279","24.0722801334138","21.4855451732363","18.0421859132714","18.9905075311139","20.0968399701836","0.645379"
"TRAAAEF128F4273421","Adam Ant","Something Girls","-9.013","119.293","1","0.749","0","0.751","45.8002557856273","41.1489866017052","57.5992947624848","5.69531425091352","0.9798928136419","-7.36007551766139","-10.9171912302071","-0.462271619975639","-0.299410475030451","-2.34037758830694","0.261616321559074","-2.42759805115713","6.51244206362367","42.4371705494142","33.801789097019","31.5843279516475","29.1029057598891","22.0422411624268","22.112540110374","17.4995271746727","25.6936870956963","15.1322209799659","12.497102179527","18.645433122119","0.846164"
"TRAAAFD128F92F423A","Gob","Face the Ashes","-4.501","129.738","1","0.371","2","0.092","50.2515542347697","27.8455839524517","47.0913031203566","11.0800356612184","-43.5053506686478","-17.9972526002972","-5.2841500742942","-11.7546433878158","10.5128514115899","2.19245765230312","5.448426448737","1.70451560178306","4.23098975816957","22.5719605627884","39.199002205629","30.4767696385282","28.2722805629125","23.2927288590448","20.085322777075","15.1487598186215","13.731813506825","13.0917543067739","14.5671263521205","10.9314717510034","0.430743"
"TRAAAMO128F1481E7F","Jeff And Sheri Easter","The Moon And I (Ordinary Day Album Version)","-9.323","147.782","1","0.557","5","0.635","43.3988467065868","-9.01992934131736","7.33245868263473","-13.0025473053892","-5.64284910179641","-11.5459592814371","-15.0836790419162","-9.38203353293413","-2.19779880239521","-4.38270419161677","2.24223233532934","9.43975568862276","6.12412069921742","35.6190015455812","45.2903420189232","33.5408050834881","28.1461422181828","21.8117934348018","23.7144188451973","20.9757742204562","17.9322928254102","14.7902949562207","14.515406909698","18.6332088020712","0.290206"
"TRAAAMQ128F1460CD3","Rated R","Keepin It Real (Skit)","-17.302","111.787","1","0","1","0","30.7914656964657","6.3816340956341","14.7406444906445","-12.6078752598753","31.2660623700624","28.7658835758836","-34.7123762993763","7.44409147609148","-17.9677442827443","7.30522453222453","-11.1997172557173","12.227632016632","8.17751052349318","59.1571798589642","48.434185387411","60.3082852380603","38.7364011949174","41.8602683366409","30.5838792938402","36.8823503563463","37.1631849697931","26.6765567144852","28.0202980742513","19.2632138434605","0.743107"
"TRAAARJ128F9320760","Planet P Project","Pink World","-13.496","86.643","1","0.652","4","0.717","40.6435449561404","6.28190789473684","34.6552083333333","-1.2969375","-32.7627313596491","-14.6124967105263","7.7064923245614","-8.3534100877193","10.384","-1.95481359649123","-0.409230263157895","-4.85019956140351","6.33025792928888","42.1761790016239","33.1478383785188","25.1147212179766","26.5289283458685","20.5151966650665","17.6658256244156","19.5411414521276","15.5051850607945","15.3633622719415","13.3293269800299","14.1939383411729","0.623766"
"TRAAAVG12903CFA543","Clp","Insatiable (Instrumental Version)","-6.697","114.041","0","0.473","7","0.053","42.0280682788051","21.465520625889","-10.3818648648649","60.4222204836415","-1.90691180654339","-15.4503492176387","11.9289530583215","13.3743257467994","3.68217283072546","12.1406635846373","5.9721493598862","-6.3691692745377","6.34882430988247","64.1954564066238","64.8431483676526","67.0527724547735","42.2562390790784","46.8516930466069","24.620496437272","26.3664210346624","16.3885553396352","21.3487037961991","27.8839960096073","17.3769468956235","0.587375"
"TRAAAVO128F93133D4","JennyAnyKind","Young Boy Blues","-10.021","146.765","0","0.485","5","0.354","45.2811859799714","41.8434663805436","13.4412074391989","-5.89769957081545","-36.9568497854077","-17.1527610872675","15.9420543633763","2.16040200286123","-8.56741630901288","5.15844921316166","-8.50749499284692","-14.0127010014306","4.27737922697085","36.9036388288197","31.5079703232305","22.8800957930033","23.3854676741134","16.1233618623319","24.1433779435327","19.2472174180623","18.8739112038707","14.0296569644464","11.2245583565254","16.3571150090432","0.429947"
"TRAABDL12903CAABBA","Andy Andy","La Culpa","-6.632","130.04","1","0.305","9","0.205","47.0452028836251","-5.38096395468589","-25.3996652935118","2.28548094747683","13.2502821833162","13.9706982492276","-33.2401544799176","-9.90187641606591","2.44775077239959","4.29891349124614","-0.478125643666323","1.54317507723996","3.5560584056746","45.5973755046844","37.7987988279427","45.0215697602002","32.9008668285939","39.4013256097659","28.4429812209423","28.5229321611083","23.640951718891","20.6649367024988","22.0678959709393","16.7686669664954","0.965314"
"TRAABJL12903CDCF1A","Bob Azzam","Auguri Cha Cha","-7.75","137.334","0","0.198","10","0","45.5777625","38.4671388888889","-28.6877166666667","-5.57460138888889","-16.9135513888889","3.12120555555556","4.27095416666667","-22.1971083333333","7.61602222222222","5.7045875","-4.25180972222222","18.3533013888889","4.13762449474451","49.7857096112597","38.4956768690367","45.3078019335008","26.1651547813975","32.3125539278492","30.4418125459725","24.3353031835263","18.9293875426391","20.9241267581322","22.1665887330394","22.3487611798069","0.89835"
"TRAABJV128F1460C49","Lionel Richie","Tonight Will Be Alright","-8.346","125.197","1","0.533","3","0.524","45.7471476952023","44.7006839134525","22.5453697083725","9.91701787394167","10.7453838193791","-13.228768579492","4.92211759172154","-4.37698024459078","20.3098626528692","2.36560018814675","1.03925211665099","-2.43989557855127","5.33282169878286","33.4928626093406","32.129301991912","25.6498375026453","23.4085853313695","25.2013060651045","18.8172855353109","16.1726570848797","16.4670854355574","14.0989836504144","13.4198890370556","13.7474195528801","0.718935"
"TRAABLR128F423B7E3","Blue Rodeo","Floating","-8.576","119.826","1","0.829","7","1","42.3850515970516","-59.6561818181818","0.432344594594595","12.455351965602","-3.55208415233415","-6.15260257985258","-3.13063022113022","-1.72729914004914","3.04909705159705","-5.98316707616708","7.66150122850123","5.46688452088452","6.82309976093521","51.4449476186323","52.0610733827472","38.780685398532","28.4939004381058","32.0423575194994","21.6604737840972","22.4752511251348","20.2887555962391","19.1763412911435","16.2455909467453","16.1513284433357","0.837134"
